p0,p1,p2,p3,p4,p5,p6,p7,objective,actually_measured,lookahead,model_name,acquisition_function
96,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,-15.6727,True,-1,initial_sampling,Random_Sampling
64,sockets,close,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.9841,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
64,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.614466666666665,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
64,sockets,close,dynamic,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-16.1023,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
64,sockets,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.723266666666667,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
64,sockets,close,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.8189,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
64,sockets,close,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.808833333333334,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
64,sockets,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.652633333333332,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
64,sockets,close,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-16.065,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
64,sockets,close,static,#pragma omp parallel for, ,#pragma omp for, ,-16.070133333333334,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
64,sockets,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.7328,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
64,sockets,close,static,#pragma omp parallel for, ,#pragma omp for nowait, ,-16.039833333333334,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
64,sockets,close,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-16.087500000000002,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
256,sockets,close,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.729566666666665,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
256,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.686633333333333,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
256,sockets,close,static, , ,#pragma omp for, ,-15.742666666666667,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
192,sockets,close,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-16.6493,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
256,cores,master,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.719266666666668,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
256,sockets,master,static, , ,#pragma omp for, ,-15.726766666666668,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
64,cores,master,static, ,#pragma unroll,#pragma omp for, ,-15.682233333333334,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
256,cores,close,dynamic, ,#pragma unroll,#pragma omp for, ,-15.668333333333331,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
64,cores,close,static, , ,#pragma omp for, ,-15.757,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
64,sockets,master,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.661033333333334,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
64,sockets,close,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.7292,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
256,cores,master,dynamic, , ,#pragma omp for, ,-15.613233333333334,True,0,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
256,sockets,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-14.79468737222026,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
4,cores,close,dynamic, , ,#pragma omp for nowait, ,-15.44885970868063,False,1,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
256,cores,close,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.607761668348392,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
32,sockets,master,static,#pragma omp parallel for, ,#pragma omp for, ,-0.27702827034116084,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-0.3494806222301531,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
256,sockets,close,static, ,#pragma unroll,#pragma omp for nowait, ,-14.87034802743291,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
32,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-0.3000163056964604,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
16,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-0.3274439616361633,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
2,sockets,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,-15.236907655760547,False,1,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
32,sockets,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.976333333333335,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,sockets,close,dynamic, , ,#pragma omp for, ,-15.6873,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
8,cores,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.628766666666666,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
16,sockets,master,static,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.763666666666666,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,cores,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-15.854666666666667,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,sockets,master,static,#pragma omp parallel for, ,#pragma omp for nowait, ,-15.8523,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
16,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.720466666666667,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,sockets,close,static, ,#pragma unroll,#pragma omp for, ,-15.692766666666666,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,cores,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.7386,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
8,sockets,master,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-16.0787,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
64,cores,master,static, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.691247807474431,False,1,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
64,cores,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.659133333333335,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
32,sockets,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-15.812400000000002,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
16,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,-15.729766666666668,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
32,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,-15.739333333333335,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
32,sockets,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.884866666666667,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
16,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,-2.41170795929066,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,-12.77813908828845,False,1,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
32,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-1.3403523159950463,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
96,cores,close,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-6.771216869354248,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
128,cores,master,static,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-3.8705230531434007,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
256,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-14.510516412556171,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,sockets,master,static,#pragma omp parallel for, ,#pragma omp for, ,-15.772633333333332,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
256,cores,spread,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.622466666666668,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
192,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-16.613733333333332,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
96,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-16.077533333333335,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
16,sockets,spread,dynamic, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.660233333333332,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-9.794143845096187,False,1,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
16,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.663966666666667,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.881966666666665,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
96,cores,close,static,#pragma omp parallel for, ,#pragma omp for, ,-16.054933333333334,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
4,sockets,master,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,-15.7191,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
4,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,-15.643966666666666,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
2,cores,spread,static, , ,#pragma omp for, ,-15.358390893543401,False,1,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
192,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-16.675,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
256,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-16.9787,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
256,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-16.9533,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
256,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,-16.8913,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
2,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,-15.675733333333334,True,0,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
256,sockets,close,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-13.308613300323486,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
192,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,0.0,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-3.8946328461170197,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
128,sockets,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-12.592402422892057,False,1,GaussianProcessRegressor(kernel=DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)),ei
48,cores,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,0.0,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,sockets,close,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,2.8624816948897944,False,1,GaussianProcessRegressor(kernel=RBF(length_scale=1)),ei
96,cores,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,-0.3947338462198786,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.925466666666667,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
2,cores,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.666466666666667,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
128,cores,close,static, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.629866666666667,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,cores,close,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.637666666666666,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
96,sockets,close,static, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,-15.673733333333333,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
192,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-16.7186,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
32,threads,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,-15.642166666666666,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,cores,master,static,#pragma omp parallel for,#pragma unroll,#pragma omp for, ,-15.900766666666668,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
4,cores,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,-15.6398,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,sockets,master,static, ,#pragma unroll (6),#pragma omp for, ,-15.6424,True,0,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
2,sockets,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,0.0,False,1,"GaussianProcessRegressor(kernel=Matern(length_scale=1, nu=1.5))",ei
48,sockets,close,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,-15.9206,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
96,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,-15.635466666666666,True,0,"GaussianProcessRegressor(kernel=RationalQuadratic(alpha=1, length_scale=1))",ei
