p0,p1,p2,p3,p4,p5,objective,predicted,elapsed_sec
 , , ,128,80,256,0.0024035000000000003,0.0002451842796037758,8.055245876312256
 , , ,16,128,20,0.002726,0.000267998044636602,16.636039972305298
 , , ,100,80,16,0.0026995,0.0002992892785380051,24.839775562286377
 , , ,96,100,4,0.0033404999999999997,0.0003537215974448098,33.315364360809326
 , , ,32,64,16,0.0027255,0.000366927312280119,41.4912223815918
 , , ,128,100,20,0.0027229999999999997,0.000380350920288984,49.65906739234924
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,8,8,0.003094,0.0005650324148216653,58.37786555290222
 , , ,16,32,20,0.002703,0.0005841061120294125,66.92850995063782
 , , ,96,16,20,0.0027235000000000002,0.0006094589387341601,75.50406289100647
 , , ,16,100,64,0.002418,0.0006790079682301704,83.66847610473633
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,16,64,0.002633,0.0006798197652021965,91.85568189620972
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,16,0.0026825,0.0007828083839839126,100.52858090400696
 , , ,50,2048,256,0.002457,0.0008822877830572302,108.51220870018005
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,64,100,0.0026105,0.0008901214312852184,116.58132266998291
 , , ,96,4,100,0.002685,0.000908101953581092,125.01993346214294
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,8,64,0.0025675,0.0009176427601268301,133.57955694198608
 , , ,128,64,100,0.002469,0.000988296407082144,141.70383739471436
 , , ,50,8,32,0.0024785,0.001028224621791013,150.25155091285706
 , , ,128,32,64,0.002405,0.0010369499210116334,158.19307827949524
 , , ,16,128,100,0.00241,0.0011723216452624678,166.33912539482117
 , , ,128,16,8,0.0030575000000000003,0.0014136557169640452,175.09762620925903
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,128,64,0.0025840000000000004,0.0014431697335120595,183.08596515655518
 , , ,20,50,100,0.0024159999999999997,0.0014498726290344964,191.26248788833618
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,128,0.002437,0.0014632793084795458,199.7544605731964
 , , ,8,16,16,0.0025215,0.0017841842311851585,208.41755962371826
 , , ,128,16,20,0.0026845000000000003,0.0018690948232266747,216.9361252784729
 , , ,8,128,16,0.002499,0.001955340433260003,225.17640233039856
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,64,16,0.0025835,0.002015431627024793,234.94252347946167
 , , ,8,100,4,0.003306,0.0021882760792520453,243.42227292060852
 , , ,8,16,20,0.0025025,0.0023364382396297537,252.03123378753662
 , , ,50,16,20,0.0026985,0.0023633994302944454,260.57175874710083
 , , ,96,128,20,0.0028385,0.002554826975347253,268.7278485298157
 , , ,128,32,16,0.001586,0.0025607514683216605,276.85358023643494
 , , ,16,64,4,0.0030685,0.0026139792077861995,285.8506557941437
 , , ,100,100,64,0.002418,0.0026310565897093878,293.83094239234924
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,64,64,0.0024465,0.0027099157534796825,302.03938484191895
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,100,100,0.0026274999999999996,0.002766149282024192,310.03223419189453
 , , ,96,100,8,0.0026115,0.0027771444575171293,318.59873509407043
 , , ,100,50,50,0.002419,0.002994250503396643,326.5349853038788
 , , ,4,4,100,0.0024205,0.0030111517786343966,334.9963026046753
 , , ,4,80,4,0.003411,0.003021967495429785,343.52945137023926
 , , ,128,128,4,0.0028025000000000003,0.0030709378086113425,351.9747624397278
 , , ,4,80,20,0.0030705,0.0032497931913845423,362.4143636226654
 , , ,20,16,100,0.002526,0.003593542928496291,370.9370391368866
 , , ,80,80,100,0.0024115,0.0038793720018133276,378.88721680641174
 , , ,100,100,100,0.002409,0.004184860300450603,386.81578063964844
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,128,100,0.002626,0.0042017582987693095,394.83959126472473
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,16,20,0.002707,0.004241367741853617,403.984974861145
 , , ,96,32,4,0.0034805,0.004288693671769759,412.4551064968109
 , , ,32,80,64,0.002663,0.004336832317111143,420.3943085670471
 , , ,32,4,4,0.0035125,0.004414100838257691,428.7979588508606
 , , ,32,32,64,0.002434,0.004484889745564945,436.7434470653534
 , , ,4,128,16,0.0030575,0.00449733430362151,447.2106373310089
