objective,p0,p1,p2,p3,p4,p5
0.003358333333333333, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,80,32,32
0.0035588333333333336, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,32,128
0.0024326666666666667, , , ,32,32,32
0.0024521666666666663, , , ,8,20,32
0.0034823333333333334, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,80,32
0.0035658333333333327, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,50,32,32
0.0017993333333333333, , , ,8,16,32
0.0024558333333333337, , , ,8,2048,32
0.002424, , , ,8,32,64
0.0016031666666666668, , , ,50,32,32
0.0021541666666666666, , , ,80,32,32
0.0021168333333333334, , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,80,32
0.0021753333333333334, , , ,8,80,32
0.0037034999999999998, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,8,32
0.0022338333333333333, , , ,8,8,32
0.0021511666666666667, , , ,8,128,32
0.004772833333333334,#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,32,50
0.003543333333333333, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,20,32,32
0.0025416666666666665, , , ,8,32,100
0.003527666666666667,#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,32,80
0.002959,#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,80,32
0.0035930000000000003, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,20,128,256
0.0024395000000000003, , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,64
0.0024863333333333335, , , ,8,32,8
0.0018488333333333334, , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,50
0.005770666666666667,#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,32
0.010587666666666667,#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,80,4
0.004826333333333334, ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,32,16
0.0037178333333333334, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,128,32
0.0017866666666666667, , , ,8,100,32
0.003527666666666667,#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,32,128
0.0025201666666666666, , , ,8,4,32
0.004701333333333334,#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,32,32
0.002431833333333333, , , ,8,32,256
0.0024241666666666665, , , ,20,32,128
0.0036626666666666665,#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,32,32
0.002444333333333333, , , ,8,100,100
0.0024471666666666665, , , ,8,32,50
0.002535833333333333, , , ,80,4,32
0.002433666666666667, , , ,8,64,32
0.0025256666666666665, , , ,20,32,32
0.0025210000000000002, , , ,64,8,80
0.0037215000000000004,#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,64,32
0.0024348333333333336, , , ,20,2048,32
0.009316666666666666, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,32,4
0.003720833333333333, ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,50,32
0.0032428333333333337, , , ,32,100,8
